Region,Crime,Year,Quarter,Number
Molonglo District,CINs,2016,Q4,0
Molonglo District,CINs,2017,Q1,0
Molonglo District,CINs,2017,Q2,0
Molonglo District,CINs,2017,Q3,0
Molonglo District,CINs,2017,Q4,0
Molonglo District,CINs,2018,Q1,0
Molonglo District,CINs,2018,Q2,0
Molonglo District,CINs,2018,Q3,0
Molonglo District,CINs,2018,Q4,0
Molonglo District,CINs,2019,Q1,0
Molonglo District,CINs,2019,Q2,0
Molonglo District,CINs,2019,Q3,0
Molonglo District,CINs,2019,Q4,0
Molonglo District,CINs,2020,Q1,0
Molonglo District,CINs,2020,Q2,0
Molonglo District,CINs,2020,Q3,0
Molonglo District,CINs,2020,Q4,0
Molonglo District,CINs,2021,Q1,0
Molonglo District,CINs,2021,Q2,0
Molonglo District,CINs,2021,Q3,1
Molonglo District,CINs,2021,Q4,0
Molonglo District,CINs,2022,Q1,0
Molonglo District,CINs,2022,Q2,0
Molonglo District,CINs,2022,Q3,0
Molonglo District,CINs,2022,Q4,0
Molonglo District,CINs,2023,Q1,0
Molonglo District,CINs,2023,Q2,0
Molonglo District,CINs,2023,Q3,0
Molonglo District,CINs,2023,Q4,0
Molonglo District,CINs,2024,Q1,0
Molonglo District,CINs,2024,Q2,0
Molonglo District,CINs,2024,Q3,0
Molonglo District,CINs,2024,Q4,0
Molonglo District,CINs,2025,Q1,0
Molonglo District,CINs,2025,Q2,0
Molonglo District,Family Violence,2014,Q1,0
Molonglo District,Family Violence,2014,Q2,0
Molonglo District,Family Violence,2014,Q3,0
Molonglo District,Family Violence,2014,Q4,0
Molonglo District,Family Violence,2015,Q1,0
Molonglo District,Family Violence,2015,Q2,0
Molonglo District,Family Violence,2015,Q3,1
Molonglo District,Family Violence,2015,Q4,0
Molonglo District,Family Violence,2016,Q1,1
Molonglo District,Family Violence,2016,Q2,1
Molonglo District,Family Violence,2016,Q3,6
Molonglo District,Family Violence,2016,Q4,3
Molonglo District,Family Violence,2017,Q1,4
Molonglo District,Family Violence,2017,Q2,6
Molonglo District,Family Violence,2017,Q3,1
Molonglo District,Family Violence,2017,Q4,9
Molonglo District,Family Violence,2018,Q1,1
Molonglo District,Family Violence,2018,Q2,5
Molonglo District,Family Violence,2018,Q3,1
Molonglo District,Family Violence,2018,Q4,0
Molonglo District,Family Violence,2019,Q1,7
Molonglo District,Family Violence,2019,Q2,7
Molonglo District,Family Violence,2019,Q3,8
Molonglo District,Family Violence,2019,Q4,4
Molonglo District,Family Violence,2020,Q1,8
Molonglo District,Family Violence,2020,Q2,2
Molonglo District,Family Violence,2020,Q3,2
Molonglo District,Family Violence,2020,Q4,6
Molonglo District,Family Violence,2021,Q1,13
Molonglo District,Family Violence,2021,Q2,8
Molonglo District,Family Violence,2021,Q3,4
Molonglo District,Family Violence,2021,Q4,5
Molonglo District,Family Violence,2022,Q1,8
Molonglo District,Family Violence,2022,Q2,2
Molonglo District,Family Violence,2022,Q3,4
Molonglo District,Family Violence,2022,Q4,3
Molonglo District,Family Violence,2023,Q1,5
Molonglo District,Family Violence,2023,Q2,7
Molonglo District,Family Violence,2023,Q3,14
Molonglo District,Family Violence,2023,Q4,10
Molonglo District,Family Violence,2024,Q1,9
Molonglo District,Family Violence,2024,Q2,4
Molonglo District,Family Violence,2024,Q3,3
Molonglo District,Family Violence,2024,Q4,7
Molonglo District,Family Violence,2025,Q1,5
Molonglo District,Family Violence,2025,Q2,5
Molonglo District,Homicide,2014,Q1,0
Molonglo District,Homicide,2014,Q2,0
Molonglo District,Homicide,2014,Q3,0
Molonglo District,Homicide,2014,Q4,0
Molonglo District,Homicide,2015,Q1,0
Molonglo District,Homicide,2015,Q2,0
Molonglo District,Homicide,2015,Q3,0
Molonglo District,Homicide,2015,Q4,0
Molonglo District,Homicide,2016,Q1,0
Molonglo District,Homicide,2016,Q2,0
Molonglo District,Homicide,2016,Q3,0
Molonglo District,Homicide,2016,Q4,0
Molonglo District,Homicide,2017,Q1,0
Molonglo District,Homicide,2017,Q2,0
Molonglo District,Homicide,2017,Q3,0
Molonglo District,Homicide,2017,Q4,0
Molonglo District,Homicide,2018,Q1,0
Molonglo District,Homicide,2018,Q2,0
Molonglo District,Homicide,2018,Q3,0
Molonglo District,Homicide,2018,Q4,0
Molonglo District,Homicide,2019,Q1,0
Molonglo District,Homicide,2019,Q2,0
Molonglo District,Homicide,2019,Q3,0
Molonglo District,Homicide,2019,Q4,0
Molonglo District,Homicide,2020,Q1,0
Molonglo District,Homicide,2020,Q2,0
Molonglo District,Homicide,2020,Q3,0
Molonglo District,Homicide,2020,Q4,0
Molonglo District,Homicide,2021,Q1,0
Molonglo District,Homicide,2021,Q2,0
Molonglo District,Homicide,2021,Q3,0
Molonglo District,Homicide,2021,Q4,0
Molonglo District,Homicide,2022,Q1,0
Molonglo District,Homicide,2022,Q2,0
Molonglo District,Homicide,2022,Q3,0
Molonglo District,Homicide,2022,Q4,0
Molonglo District,Homicide,2023,Q1,0
Molonglo District,Homicide,2023,Q2,0
Molonglo District,Homicide,2023,Q3,0
Molonglo District,Homicide,2023,Q4,0
Molonglo District,Homicide,2024,Q1,0
Molonglo District,Homicide,2024,Q2,0
Molonglo District,Homicide,2024,Q3,0
Molonglo District,Homicide,2024,Q4,0
Molonglo District,Homicide,2025,Q1,0
Molonglo District,Homicide,2025,Q2,0
Molonglo District,Other,2014,Q1,1
Molonglo District,Other,2014,Q2,4
Molonglo District,Other,2014,Q3,3
Molonglo District,Other,2014,Q4,2
Molonglo District,Other,2015,Q1,6
Molonglo District,Other,2015,Q2,9
Molonglo District,Other,2015,Q3,4
Molonglo District,Other,2015,Q4,9
Molonglo District,Other,2016,Q1,9
Molonglo District,Other,2016,Q2,20
Molonglo District,Other,2016,Q3,14
Molonglo District,Other,2016,Q4,8
Molonglo District,Other,2017,Q1,29
Molonglo District,Other,2017,Q2,10
Molonglo District,Other,2017,Q3,46
Molonglo District,Other,2017,Q4,37
Molonglo District,Other,2018,Q1,17
Molonglo District,Other,2018,Q2,35
Molonglo District,Other,2018,Q3,25
Molonglo District,Other,2018,Q4,28
Molonglo District,Other,2019,Q1,13
Molonglo District,Other,2019,Q2,17
Molonglo District,Other,2019,Q3,28
Molonglo District,Other,2019,Q4,27
Molonglo District,Other,2020,Q1,20
Molonglo District,Other,2020,Q2,22
Molonglo District,Other,2020,Q3,16
Molonglo District,Other,2020,Q4,24
Molonglo District,Other,2021,Q1,25
Molonglo District,Other,2021,Q2,20
Molonglo District,Other,2021,Q3,22
Molonglo District,Other,2021,Q4,24
Molonglo District,Other,2022,Q1,36
Molonglo District,Other,2022,Q2,20
Molonglo District,Other,2022,Q3,20
Molonglo District,Other,2022,Q4,26
Molonglo District,Other,2023,Q1,20
Molonglo District,Other,2023,Q2,22
Molonglo District,Other,2023,Q3,23
Molonglo District,Other,2023,Q4,28
Molonglo District,Other,2024,Q1,20
Molonglo District,Other,2024,Q2,14
Molonglo District,Other,2024,Q3,25
Molonglo District,Other,2024,Q4,42
Molonglo District,Other,2025,Q1,33
Molonglo District,Other,2025,Q2,23
Molonglo District,Property Damage,2014,Q1,2
Molonglo District,Property Damage,2014,Q2,0
Molonglo District,Property Damage,2014,Q3,3
Molonglo District,Property Damage,2014,Q4,3
Molonglo District,Property Damage,2015,Q1,5
Molonglo District,Property Damage,2015,Q2,5
Molonglo District,Property Damage,2015,Q3,23
Molonglo District,Property Damage,2015,Q4,8
Molonglo District,Property Damage,2016,Q1,11
Molonglo District,Property Damage,2016,Q2,15
Molonglo District,Property Damage,2016,Q3,27
Molonglo District,Property Damage,2016,Q4,10
Molonglo District,Property Damage,2017,Q1,24
Molonglo District,Property Damage,2017,Q2,14
Molonglo District,Property Damage,2017,Q3,32
Molonglo District,Property Damage,2017,Q4,15
Molonglo District,Property Damage,2018,Q1,8
Molonglo District,Property Damage,2018,Q2,10
Molonglo District,Property Damage,2018,Q3,19
Molonglo District,Property Damage,2018,Q4,15
Molonglo District,Property Damage,2019,Q1,13
Molonglo District,Property Damage,2019,Q2,33
Molonglo District,Property Damage,2019,Q3,15
Molonglo District,Property Damage,2019,Q4,23
Molonglo District,Property Damage,2020,Q1,22
Molonglo District,Property Damage,2020,Q2,10
Molonglo District,Property Damage,2020,Q3,18
Molonglo District,Property Damage,2020,Q4,17
Molonglo District,Property Damage,2021,Q1,25
Molonglo District,Property Damage,2021,Q2,25
Molonglo District,Property Damage,2021,Q3,12
Molonglo District,Property Damage,2021,Q4,10
Molonglo District,Property Damage,2022,Q1,12
Molonglo District,Property Damage,2022,Q2,11
Molonglo District,Property Damage,2022,Q3,8
Molonglo District,Property Damage,2022,Q4,6
Molonglo District,Property Damage,2023,Q1,7
Molonglo District,Property Damage,2023,Q2,12
Molonglo District,Property Damage,2023,Q3,14
Molonglo District,Property Damage,2023,Q4,23
Molonglo District,Property Damage,2024,Q1,11
Molonglo District,Property Damage,2024,Q2,15
Molonglo District,Property Damage,2024,Q3,9
Molonglo District,Property Damage,2024,Q4,13
Molonglo District,Property Damage,2025,Q1,10
Molonglo District,Property Damage,2025,Q2,5
Molonglo District,Robbery,2014,Q1,0
Molonglo District,Robbery,2014,Q2,0
Molonglo District,Robbery,2014,Q3,0
Molonglo District,Robbery,2014,Q4,0
Molonglo District,Robbery,2015,Q1,0
Molonglo District,Robbery,2015,Q2,0
Molonglo District,Robbery,2015,Q3,0
Molonglo District,Robbery,2015,Q4,0
Molonglo District,Robbery,2016,Q1,0
Molonglo District,Robbery,2016,Q2,0
Molonglo District,Robbery,2016,Q3,0
Molonglo District,Robbery,2016,Q4,0
Molonglo District,Robbery,2017,Q1,0
Molonglo District,Robbery,2017,Q2,0
Molonglo District,Robbery,2017,Q3,0
Molonglo District,Robbery,2017,Q4,0
Molonglo District,Robbery,2018,Q1,1
Molonglo District,Robbery,2018,Q2,0
Molonglo District,Robbery,2018,Q3,0
Molonglo District,Robbery,2018,Q4,0
Molonglo District,Robbery,2019,Q1,0
Molonglo District,Robbery,2019,Q2,0
Molonglo District,Robbery,2019,Q3,0
Molonglo District,Robbery,2019,Q4,0
Molonglo District,Robbery,2020,Q1,2
Molonglo District,Robbery,2020,Q2,0
Molonglo District,Robbery,2020,Q3,1
Molonglo District,Robbery,2020,Q4,0
Molonglo District,Robbery,2021,Q1,1
Molonglo District,Robbery,2021,Q2,0
Molonglo District,Robbery,2021,Q3,0
Molonglo District,Robbery,2021,Q4,0
Molonglo District,Robbery,2022,Q1,0
Molonglo District,Robbery,2022,Q2,1
Molonglo District,Robbery,2022,Q3,0
Molonglo District,Robbery,2022,Q4,0
Molonglo District,Robbery,2023,Q1,0
Molonglo District,Robbery,2023,Q2,1
Molonglo District,Robbery,2023,Q3,0
Molonglo District,Robbery,2023,Q4,1
Molonglo District,Robbery,2024,Q1,0
Molonglo District,Robbery,2024,Q2,0
Molonglo District,Robbery,2024,Q3,0
Molonglo District,Robbery,2024,Q4,0
Molonglo District,Robbery,2025,Q1,0
Molonglo District,Robbery,2025,Q2,0
Molonglo District,Sexual Assault,2014,Q1,0
Molonglo District,Sexual Assault,2014,Q2,0
Molonglo District,Sexual Assault,2014,Q3,0
Molonglo District,Sexual Assault,2014,Q4,0
Molonglo District,Sexual Assault,2015,Q1,0
Molonglo District,Sexual Assault,2015,Q2,0
Molonglo District,Sexual Assault,2015,Q3,0
Molonglo District,Sexual Assault,2015,Q4,0
Molonglo District,Sexual Assault,2016,Q1,0
Molonglo District,Sexual Assault,2016,Q2,0
Molonglo District,Sexual Assault,2016,Q3,0
Molonglo District,Sexual Assault,2016,Q4,9
Molonglo District,Sexual Assault,2017,Q1,0
Molonglo District,Sexual Assault,2017,Q2,0
Molonglo District,Sexual Assault,2017,Q3,1
Molonglo District,Sexual Assault,2017,Q4,0
Molonglo District,Sexual Assault,2018,Q1,0
Molonglo District,Sexual Assault,2018,Q2,0
Molonglo District,Sexual Assault,2018,Q3,0
Molonglo District,Sexual Assault,2018,Q4,0
Molonglo District,Sexual Assault,2019,Q1,0
Molonglo District,Sexual Assault,2019,Q2,1
Molonglo District,Sexual Assault,2019,Q3,4
Molonglo District,Sexual Assault,2019,Q4,1
Molonglo District,Sexual Assault,2020,Q1,0
Molonglo District,Sexual Assault,2020,Q2,0
Molonglo District,Sexual Assault,2020,Q3,3
Molonglo District,Sexual Assault,2020,Q4,1
Molonglo District,Sexual Assault,2021,Q1,1
Molonglo District,Sexual Assault,2021,Q2,2
Molonglo District,Sexual Assault,2021,Q3,2
Molonglo District,Sexual Assault,2021,Q4,0
Molonglo District,Sexual Assault,2022,Q1,3
Molonglo District,Sexual Assault,2022,Q2,3
Molonglo District,Sexual Assault,2022,Q3,0
Molonglo District,Sexual Assault,2022,Q4,0
Molonglo District,Sexual Assault,2023,Q1,2
Molonglo District,Sexual Assault,2023,Q2,1
Molonglo District,Sexual Assault,2023,Q3,0
Molonglo District,Sexual Assault,2023,Q4,0
Molonglo District,Sexual Assault,2024,Q1,0
Molonglo District,Sexual Assault,2024,Q2,9
Molonglo District,Sexual Assault,2024,Q3,1
Molonglo District,Sexual Assault,2024,Q4,2
Molonglo District,Sexual Assault,2025,Q1,0
Molonglo District,Sexual Assault,2025,Q2,0
Molonglo District,TINs,2014,Q1,3
Molonglo District,TINs,2014,Q2,4
Molonglo District,TINs,2014,Q3,5
Molonglo District,TINs,2014,Q4,3
Molonglo District,TINs,2015,Q1,13
Molonglo District,TINs,2015,Q2,12
Molonglo District,TINs,2015,Q3,47
Molonglo District,TINs,2015,Q4,25
Molonglo District,TINs,2016,Q1,13
Molonglo District,TINs,2016,Q2,15
Molonglo District,TINs,2016,Q3,30
Molonglo District,TINs,2016,Q4,16
Molonglo District,TINs,2017,Q1,25
Molonglo District,TINs,2017,Q2,20
Molonglo District,TINs,2017,Q3,28
Molonglo District,TINs,2017,Q4,23
Molonglo District,TINs,2018,Q1,16
Molonglo District,TINs,2018,Q2,23
Molonglo District,TINs,2018,Q3,23
Molonglo District,TINs,2018,Q4,14
Molonglo District,TINs,2019,Q1,13
Molonglo District,TINs,2019,Q2,18
Molonglo District,TINs,2019,Q3,4
Molonglo District,TINs,2019,Q4,10
Molonglo District,TINs,2020,Q1,12
Molonglo District,TINs,2020,Q2,11
Molonglo District,TINs,2020,Q3,8
Molonglo District,TINs,2020,Q4,9
Molonglo District,TINs,2021,Q1,2
Molonglo District,TINs,2021,Q2,9
Molonglo District,TINs,2021,Q3,4
Molonglo District,TINs,2021,Q4,13
Molonglo District,TINs,2022,Q1,2
Molonglo District,TINs,2022,Q2,3
Molonglo District,TINs,2022,Q3,6
Molonglo District,TINs,2022,Q4,14
Molonglo District,TINs,2023,Q1,14
Molonglo District,TINs,2023,Q2,3
Molonglo District,TINs,2023,Q3,4
Molonglo District,TINs,2023,Q4,3
Molonglo District,TINs,2024,Q1,13
Molonglo District,TINs,2024,Q2,7
Molonglo District,TINs,2024,Q3,16
Molonglo District,TINs,2024,Q4,22
Molonglo District,TINs,2025,Q1,31
Molonglo District,TINs,2025,Q2,20
Molonglo District,Theft,2014,Q1,5
Molonglo District,Theft,2014,Q2,4
Molonglo District,Theft,2014,Q3,9
Molonglo District,Theft,2014,Q4,5
Molonglo District,Theft,2015,Q1,19
Molonglo District,Theft,2015,Q2,13
Molonglo District,Theft,2015,Q3,36
Molonglo District,Theft,2015,Q4,20
Molonglo District,Theft,2016,Q1,23
Molonglo District,Theft,2016,Q2,36
Molonglo District,Theft,2016,Q3,40
Molonglo District,Theft,2016,Q4,17
Molonglo District,Theft,2017,Q1,36
Molonglo District,Theft,2017,Q2,57
Molonglo District,Theft,2017,Q3,81
Molonglo District,Theft,2017,Q4,60
Molonglo District,Theft,2018,Q1,27
Molonglo District,Theft,2018,Q2,48
Molonglo District,Theft,2018,Q3,29
Molonglo District,Theft,2018,Q4,23
Molonglo District,Theft,2019,Q1,26
Molonglo District,Theft,2019,Q2,49
Molonglo District,Theft,2019,Q3,27
Molonglo District,Theft,2019,Q4,61
Molonglo District,Theft,2020,Q1,35
Molonglo District,Theft,2020,Q2,28
Molonglo District,Theft,2020,Q3,41
Molonglo District,Theft,2020,Q4,57
Molonglo District,Theft,2021,Q1,26
Molonglo District,Theft,2021,Q2,51
Molonglo District,Theft,2021,Q3,25
Molonglo District,Theft,2021,Q4,22
Molonglo District,Theft,2022,Q1,39
Molonglo District,Theft,2022,Q2,49
Molonglo District,Theft,2022,Q3,26
Molonglo District,Theft,2022,Q4,24
Molonglo District,Theft,2023,Q1,19
Molonglo District,Theft,2023,Q2,27
Molonglo District,Theft,2023,Q3,25
Molonglo District,Theft,2023,Q4,25
Molonglo District,Theft,2024,Q1,44
Molonglo District,Theft,2024,Q2,23
Molonglo District,Theft,2024,Q3,20
Molonglo District,Theft,2024,Q4,28
Molonglo District,Theft,2025,Q1,46
Molonglo District,Theft,2025,Q2,34
Tuggeranong,Assault,2014,Q1,61
Tuggeranong,Assault,2014,Q2,53
Tuggeranong,Assault,2014,Q3,41
Tuggeranong,Assault,2014,Q4,50
Tuggeranong,Assault,2015,Q1,37
Tuggeranong,Assault,2015,Q2,49
Tuggeranong,Assault,2015,Q3,67
Tuggeranong,Assault,2015,Q4,70
Tuggeranong,Assault,2016,Q1,56
Tuggeranong,Assault,2016,Q2,34
Tuggeranong,Assault,2016,Q3,86
Tuggeranong,Assault,2016,Q4,78
Tuggeranong,Assault,2017,Q1,79
Tuggeranong,Assault,2017,Q2,76
Tuggeranong,Assault,2017,Q3,49
Tuggeranong,Assault,2017,Q4,57
Tuggeranong,Assault,2018,Q1,47
Tuggeranong,Assault,2018,Q2,47
Tuggeranong,Assault,2018,Q3,67
Tuggeranong,Assault,2018,Q4,77
Tuggeranong,Assault,2019,Q1,76
Tuggeranong,Assault,2019,Q2,66
Tuggeranong,Assault,2019,Q3,53
Tuggeranong,Assault,2019,Q4,69
Tuggeranong,Assault,2020,Q1,71
Tuggeranong,Assault,2020,Q2,60
Tuggeranong,Assault,2020,Q3,62
Tuggeranong,Assault,2020,Q4,62
Tuggeranong,Assault,2021,Q1,71
Tuggeranong,Assault,2021,Q2,51
Tuggeranong,Assault,2021,Q3,44
Tuggeranong,Assault,2021,Q4,38
Tuggeranong,Assault,2022,Q1,65
Tuggeranong,Assault,2022,Q2,55
Tuggeranong,Assault,2022,Q3,44
Tuggeranong,Assault,2022,Q4,66
Tuggeranong,Assault,2023,Q1,57
Tuggeranong,Assault,2023,Q2,61
Tuggeranong,Assault,2023,Q3,66
Tuggeranong,Assault,2023,Q4,54
Tuggeranong,Assault,2024,Q1,68
Tuggeranong,Assault,2024,Q2,69
Tuggeranong,Assault,2024,Q3,63
Tuggeranong,Assault,2024,Q4,93
Tuggeranong,Assault,2025,Q1,68
Tuggeranong,Assault,2025,Q2,53
Tuggeranong,Burglary,2014,Q1,117
Tuggeranong,Burglary,2014,Q2,122
Tuggeranong,Burglary,2014,Q3,110
Tuggeranong,Burglary,2014,Q4,97
Tuggeranong,Burglary,2015,Q1,95
Tuggeranong,Burglary,2015,Q2,163
Tuggeranong,Burglary,2015,Q3,138
Tuggeranong,Burglary,2015,Q4,117
Tuggeranong,Burglary,2016,Q1,101
Tuggeranong,Burglary,2016,Q2,104
Tuggeranong,Burglary,2016,Q3,93
Tuggeranong,Burglary,2016,Q4,111
Tuggeranong,Burglary,2017,Q1,140
Tuggeranong,Burglary,2017,Q2,134
Tuggeranong,Burglary,2017,Q3,84
Tuggeranong,Burglary,2017,Q4,94
Tuggeranong,Burglary,2018,Q1,104
Tuggeranong,Burglary,2018,Q2,97
Tuggeranong,Burglary,2018,Q3,67
Tuggeranong,Burglary,2018,Q4,72
Tuggeranong,Burglary,2019,Q1,110
Tuggeranong,Burglary,2019,Q2,116
Tuggeranong,Burglary,2019,Q3,88
Tuggeranong,Burglary,2019,Q4,95
Tuggeranong,Burglary,2020,Q1,100
Tuggeranong,Burglary,2020,Q2,84
Tuggeranong,Burglary,2020,Q3,56
Tuggeranong,Burglary,2020,Q4,96
Tuggeranong,Burglary,2021,Q1,78
Tuggeranong,Burglary,2021,Q2,58
Tuggeranong,Burglary,2021,Q3,41
Tuggeranong,Burglary,2021,Q4,70
Tuggeranong,Burglary,2022,Q1,71
Tuggeranong,Burglary,2022,Q2,57
Tuggeranong,Burglary,2022,Q3,48
Tuggeranong,Burglary,2022,Q4,55
Tuggeranong,Burglary,2023,Q1,83
Tuggeranong,Burglary,2023,Q2,55
Tuggeranong,Burglary,2023,Q3,54
Tuggeranong,Burglary,2023,Q4,62
Tuggeranong,Burglary,2024,Q1,52
Tuggeranong,Burglary,2024,Q2,36
Tuggeranong,Burglary,2024,Q3,37
Tuggeranong,Burglary,2024,Q4,39
Tuggeranong,Burglary,2025,Q1,55
Tuggeranong,Burglary,2025,Q2,36
Tuggeranong,CINs,2014,Q1,3
Tuggeranong,CINs,2014,Q2,5
Tuggeranong,CINs,2014,Q3,2
Tuggeranong,CINs,2014,Q4,6
Tuggeranong,CINs,2015,Q1,4
Tuggeranong,CINs,2015,Q2,1
Tuggeranong,CINs,2015,Q3,0
Tuggeranong,CINs,2015,Q4,1
Tuggeranong,CINs,2016,Q1,7
Tuggeranong,CINs,2016,Q2,1
Tuggeranong,CINs,2016,Q3,3
Tuggeranong,CINs,2016,Q4,4
Tuggeranong,CINs,2017,Q1,4
Tuggeranong,CINs,2017,Q2,1
Tuggeranong,CINs,2017,Q3,1
Tuggeranong,CINs,2017,Q4,0
Tuggeranong,CINs,2018,Q1,2
Tuggeranong,CINs,2018,Q2,3
Tuggeranong,CINs,2018,Q3,0
Tuggeranong,CINs,2018,Q4,0
Tuggeranong,CINs,2019,Q1,0
Tuggeranong,CINs,2019,Q2,1
Tuggeranong,CINs,2019,Q3,1
Tuggeranong,CINs,2019,Q4,1
Tuggeranong,CINs,2020,Q1,0
Tuggeranong,CINs,2020,Q2,1
Tuggeranong,CINs,2020,Q3,0
Tuggeranong,CINs,2020,Q4,2
Tuggeranong,CINs,2021,Q1,0
Tuggeranong,CINs,2021,Q2,0
Tuggeranong,CINs,2021,Q3,7
Tuggeranong,CINs,2021,Q4,1
Tuggeranong,CINs,2022,Q1,2
Tuggeranong,CINs,2022,Q2,0
Tuggeranong,CINs,2022,Q3,0
Tuggeranong,CINs,2022,Q4,0
Tuggeranong,CINs,2023,Q1,0
Tuggeranong,CINs,2023,Q2,0
Tuggeranong,CINs,2023,Q3,1
Tuggeranong,CINs,2023,Q4,0
Tuggeranong,CINs,2024,Q1,0
Tuggeranong,CINs,2024,Q2,1
Tuggeranong,CINs,2024,Q3,0
Tuggeranong,CINs,2024,Q4,0
Tuggeranong,CINs,2025,Q1,1
Tuggeranong,CINs,2025,Q2,1
Tuggeranong,Family Violence,2014,Q1,55
Tuggeranong,Family Violence,2014,Q2,55
Tuggeranong,Family Violence,2014,Q3,50
Tuggeranong,Family Violence,2014,Q4,59
Tuggeranong,Family Violence,2015,Q1,48
Tuggeranong,Family Violence,2015,Q2,53
Tuggeranong,Family Violence,2015,Q3,58
Tuggeranong,Family Violence,2015,Q4,92
Tuggeranong,Family Violence,2016,Q1,85
Tuggeranong,Family Violence,2016,Q2,83
Tuggeranong,Family Violence,2016,Q3,87
Tuggeranong,Family Violence,2016,Q4,124
Tuggeranong,Family Violence,2017,Q1,124
Tuggeranong,Family Violence,2017,Q2,100
Tuggeranong,Family Violence,2017,Q3,72
Tuggeranong,Family Violence,2017,Q4,77
Tuggeranong,Family Violence,2018,Q1,78
Tuggeranong,Family Violence,2018,Q2,78
Tuggeranong,Family Violence,2018,Q3,56
Tuggeranong,Family Violence,2018,Q4,96
Tuggeranong,Family Violence,2019,Q1,74
Tuggeranong,Family Violence,2019,Q2,69
Tuggeranong,Family Violence,2019,Q3,81
Tuggeranong,Family Violence,2019,Q4,83
Tuggeranong,Family Violence,2020,Q1,92
Tuggeranong,Family Violence,2020,Q2,91
Tuggeranong,Family Violence,2020,Q3,66
Tuggeranong,Family Violence,2020,Q4,80
Tuggeranong,Family Violence,2021,Q1,70
Tuggeranong,Family Violence,2021,Q2,68
Tuggeranong,Family Violence,2021,Q3,68
Tuggeranong,Family Violence,2021,Q4,81
Tuggeranong,Family Violence,2022,Q1,70
Tuggeranong,Family Violence,2022,Q2,69
Tuggeranong,Family Violence,2022,Q3,82
Tuggeranong,Family Violence,2022,Q4,102
Tuggeranong,Family Violence,2023,Q1,95
Tuggeranong,Family Violence,2023,Q2,94
Tuggeranong,Family Violence,2023,Q3,71
Tuggeranong,Family Violence,2023,Q4,73
Tuggeranong,Family Violence,2024,Q1,88
Tuggeranong,Family Violence,2024,Q2,66
Tuggeranong,Family Violence,2024,Q3,81
Tuggeranong,Family Violence,2024,Q4,120
Tuggeranong,Family Violence,2025,Q1,81
Tuggeranong,Family Violence,2025,Q2,61
Tuggeranong,Homicide,2014,Q1,0
Tuggeranong,Homicide,2014,Q2,0
Tuggeranong,Homicide,2014,Q3,0
Tuggeranong,Homicide,2014,Q4,0
Tuggeranong,Homicide,2015,Q1,3
Tuggeranong,Homicide,2015,Q2,0
Tuggeranong,Homicide,2015,Q3,0
Tuggeranong,Homicide,2015,Q4,0
Tuggeranong,Homicide,2016,Q1,1
Tuggeranong,Homicide,2016,Q2,0
Tuggeranong,Homicide,2016,Q3,0
Tuggeranong,Homicide,2016,Q4,0
Tuggeranong,Homicide,2017,Q1,0
Tuggeranong,Homicide,2017,Q2,0
Tuggeranong,Homicide,2017,Q3,0
Tuggeranong,Homicide,2017,Q4,0
Tuggeranong,Homicide,2018,Q1,0
Tuggeranong,Homicide,2018,Q2,1
Tuggeranong,Homicide,2018,Q3,0
Tuggeranong,Homicide,2018,Q4,0
Tuggeranong,Homicide,2019,Q1,1
Tuggeranong,Homicide,2019,Q2,0
Tuggeranong,Homicide,2019,Q3,2
Tuggeranong,Homicide,2019,Q4,0
Tuggeranong,Homicide,2020,Q1,0
Tuggeranong,Homicide,2020,Q2,1
Tuggeranong,Homicide,2020,Q3,0
Tuggeranong,Homicide,2020,Q4,2
Tuggeranong,Homicide,2021,Q1,0
Tuggeranong,Homicide,2021,Q2,0
Tuggeranong,Homicide,2021,Q3,0
Tuggeranong,Homicide,2021,Q4,0
Tuggeranong,Homicide,2022,Q1,1
Tuggeranong,Homicide,2022,Q2,1
Tuggeranong,Homicide,2022,Q3,0
Tuggeranong,Homicide,2022,Q4,0
Tuggeranong,Homicide,2023,Q1,0
Tuggeranong,Homicide,2023,Q2,0
Tuggeranong,Homicide,2023,Q3,0
Tuggeranong,Homicide,2023,Q4,0
Tuggeranong,Homicide,2024,Q1,0
Tuggeranong,Homicide,2024,Q2,2
Tuggeranong,Homicide,2024,Q3,1
Tuggeranong,Homicide,2024,Q4,0
Tuggeranong,Homicide,2025,Q1,0
Tuggeranong,Homicide,2025,Q2,0
Tuggeranong,Other,2014,Q1,405
Tuggeranong,Other,2014,Q2,492
Tuggeranong,Other,2014,Q3,646
Tuggeranong,Other,2014,Q4,483
Tuggeranong,Other,2015,Q1,591
Tuggeranong,Other,2015,Q2,452
Tuggeranong,Other,2015,Q3,528
Tuggeranong,Other,2015,Q4,474
Tuggeranong,Other,2016,Q1,458
Tuggeranong,Other,2016,Q2,517
Tuggeranong,Other,2016,Q3,564
Tuggeranong,Other,2016,Q4,545
Tuggeranong,Other,2017,Q1,569
Tuggeranong,Other,2017,Q2,744
Tuggeranong,Other,2017,Q3,686
Tuggeranong,Other,2017,Q4,532
Tuggeranong,Other,2018,Q1,498
Tuggeranong,Other,2018,Q2,660
Tuggeranong,Other,2018,Q3,658
Tuggeranong,Other,2018,Q4,618
Tuggeranong,Other,2019,Q1,607
Tuggeranong,Other,2019,Q2,576
Tuggeranong,Other,2019,Q3,595
Tuggeranong,Other,2019,Q4,697
